	X153	X124	X109	X151	X120	X112	X110	X179	X113	X189	X186	X166	X128	X101	X172	X181	X105	X108	X106	X126	X102	X160	X115	X175	X180	X103	X183	X111	X170	X173	X118	X163	X182	X176	X164	X114	X169	X171	X174	X184	X162	X149	X185	X127	X178	X165	X107	X161	X168	X177	X117	X167	X116	X190	X104	X100	X122	X125
X186	0.00316944280174	0.00456133681287	0.00323995463577	0.000657324085802	0.0445235178822	0.045826600355	0.171330369761	0.0462168971584	0.192320162941	0.00404072443656	0.0	0.00773397546415	0.0797000760238	0.0942387429761	0.0472022605803	0.0465391637415	0.00490026039372	0.00328705655937	0.00330707953633	0.151788456185	0.188926357016	0.00325003787978	0.00504890074915	0.0464830328722	0.0457751247482	0.149099270601	0.0465979187802	0.0466056451118	0.0461787505041	0.045256130128	0.00402493560311	0.0466160974766	0.047842178913	0.0103370243945	0.000639467295706	0.0474711837683	0.00329671525932	0.0368201764558	0.000627407092143	0.00201652421153	0.00349880906637	0.000639571370747	0.0170369793862	0.189538733056	0.000642192276173	0.181980755205	0.00351607062298	0.00266362022297	0.180694065749	0.00162210702927	0.00364386388869	0.19313837899	0.000666514971072	0.00916789581817	0.192999997342	0.045736637956	0.033394033005	0.00336938949743
X166	0.00521709039757	0.00483290293255	0.00521609944665	0.00776442300491	0.0480231356137	0.0493210968444	0.169649062074	0.0496656159882	0.190395173253	0.00455118236326	0.00773397546415	0.0	0.0779789691049	0.0915500179359	0.0505968168037	0.0497848715064	0.00365058978233	0.00521987164075	0.00513167294001	0.149747684518	0.186824926165	0.0052169762972	0.00394993938298	0.0499775293616	0.0492859730353	0.144757740351	0.0465302333444	0.050097576018	0.0496732469935	0.0428937140772	0.0052016718419	0.0501025936982	0.0512124393684	0.00848742797146	0.00776442300491	0.0498073744727	0.005184849317	0.0401000310048	0.00774591584782	0.00620346404997	0.00510996619655	0.0077644230049	0.0154543516549	0.185289593945	0.00774243169543	0.179551584592	0.00484818236511	0.00642636170998	0.178774308075	0.00665442756908	0.00481847894006	0.191455700088	0.00764210166244	0.00739725770853	0.190434704354	0.0492285688622	0.0368591986903	0.00512737873628
X128	0.0797319532835	0.0793566231309	0.079705734768	0.0797681876857	0.056948030252	0.0718301183656	0.122234687001	0.0509036318131	0.154667300187	0.0790741054513	0.0797000760238	0.0779789691049	0.0	0.0833504134091	0.05126547208	0.0511659337918	0.078275983476	0.0797320852039	0.0796405742357	0.161275111502	0.145638746597	0.0797320852039	0.0779638402658	0.0509808052793	0.0504193221611	0.147693138074	0.0490482894833	0.0507656486776	0.0496648258705	0.0498802437947	0.0785200291643	0.0505604595545	0.0560290695017	0.0776566820679	0.0797681876857	0.0505409389611	0.0797194164366	0.0793201909258	0.0797153306409	0.0793333118045	0.0790965545922	0.0797681876857	0.0710568225193	0.147186839031	0.0796630655706	0.138555286514	0.0792866444429	0.0797577558452	0.138877791099	0.0797681876858	0.0793764878687	0.150724625834	0.0797055366097	0.0754513380305	0.149264664482	0.0470386821179	0.0552805839773	0.0797319549791
X101	0.0943071708104	0.0938174722606	0.0942809208729	0.0943071708106	0.075903100555	0.0851554678166	0.165526501076	0.0723607855155	0.191347837016	0.0938561398868	0.0942387429761	0.0915500179359	0.0833504134091	0.0	0.0741330014381	0.0734626845904	0.0941665391227	0.0943071708104	0.0942411185577	0.0865695767575	0.189313158842	0.0943071708104	0.093611847645	0.0726934081819	0.0724482926526	0.0837407003103	0.0737820037185	0.0716853044015	0.0711582091546	0.0659067961305	0.092996126909	0.0721986810402	0.0793187250559	0.0873972841721	0.0943071708106	0.0733589201887	0.0942945020431	0.0920431406505	0.0942699739909	0.0927573227178	0.0936566818656	0.0943071708106	0.0918049634634	0.173069955775	0.0942020486954	0.181718309785	0.0939495132477	0.0927350488588	0.182674389885	0.0931971753747	0.0939024658422	0.192658979608	0.0941394248313	0.0918932170662	0.191757637959	0.0732814721809	0.0723601544161	0.09424830039
X172	0.0472706884146	0.0476072709688	0.0472566077018	0.0472706884148	0.0251652566522	0.0386440204749	0.165610762251	0.00680609086564	0.191804040666	0.0477094365222	0.0472022605803	0.0505968168037	0.05126547208	0.0741330014381	0.0	0.0040095243013	0.0487245421537	0.0472711037568	0.0472991783481	0.151734845686	0.189857922962	0.0472706884146	0.0479507274995	0.00547776923811	0.0066092917865	0.149447452013	0.00973710396383	0.00729732858459	0.00826997806718	0.0175966279126	0.0459969209696	0.00558264924518	0.0173243311982	0.0539964754955	0.0472706884148	0.0029579707861	0.0472570921525	0.046367522472	0.0472334915951	0.048352017113	0.0466755212004	0.0472706884148	0.0594857575751	0.18948571962	0.0471655662996	0.18266113306	0.0474080588803	0.0484360377621	0.183083624569	0.047928882378	0.0475796575358	0.192963373201	0.0471757338581	0.0537810747097	0.192953679471	0.0170361834953	0.0241299711628	0.0472419567687
X181	0.0466075915758	0.0468977339015	0.0465867777658	0.046607591576	0.0240351583336	0.0385622697611	0.165879048093	0.00675038651238	0.191772868972	0.0469837468137	0.0465391637415	0.0497848715064	0.0511659337918	0.0734626845904	0.0040095243013	0.0	0.0480150050864	0.0466075915758	0.0466274720067	0.151622545292	0.189857922962	0.0466075915758	0.0471637837351	0.00455138605246	0.0054904188103	0.149345043783	0.00749686056705	0.00664006875416	0.00618479976502	0.0161942994471	0.0453303834098	0.0053856457767	0.01853317731	0.0531874221434	0.046607591576	0.00452299756454	0.0465926960926	0.0447636403704	0.0465703947563	0.0475429923418	0.0460133165623	0.046607591576	0.0586952965985	0.189387494508	0.0465024694608	0.182568758747	0.0466842690305	0.0476401939591	0.183083624569	0.0471169370807	0.0468701204685	0.193057672533	0.0464364737804	0.0529691294124	0.19286795236	0.0156598750761	0.0231502704307	0.0465487211554
X105	0.00222951165855	0.00273166369119	0.00217150854211	0.00487427780362	0.046105445221	0.0474034064517	0.169949270588	0.0477479255955	0.190434895825	0.00208726798871	0.00490026039372	0.00365058978233	0.078275983476	0.0941665391227	0.0487245421537	0.0480150050864	0.0	0.00226359743681	0.00214826047429	0.152250491655	0.187248886282	0.00228208635173	0.00173155867244	0.0480598389689	0.0473682826425	0.147560276017	0.0450280977766	0.0481798856253	0.0477555566007	0.0454504454894	0.00299902224287	0.0481849033055	0.0492939199058	0.011037028915	0.00487820211733	0.0480405454367	0.00226996946628	0.0380882540119	0.00483739499835	0.00446171892695	0.00226128881574	0.00489432666631	0.0177043082216	0.18809541844	0.00486615966509	0.180240483455	0.00193831843229	0.00563014578553	0.179057392515	0.00496554712534	0.00189494940694	0.191719383937	0.00483189313506	0.0101264265819	0.191575023952	0.0473108784695	0.0349708391017	0.00237368067944
X108	0.000382491479145	0.00196683880597	0.000551595288626	0.00299524033362	0.0446200044447	0.0458757111175	0.171397310938	0.0462624848193	0.192350630101	0.00138825606551	0.00328705655937	0.00521987164075	0.0797320852039	0.0943071708104	0.0472711037568	0.0466075915758	0.00226359743681	0.0	0.000413351767776	0.151814659945	0.188852818767	0.000385690722043	0.00255555319317	0.0465743981926	0.0458828418663	0.149065414779	0.0466663466144	0.046694444849	0.0462701158245	0.0450130495093	0.00151358146664	0.0466994625293	0.0478922801652	0.0127884488106	0.00304699626866	0.0475328019741	0.000526689810819	0.0368611406781	0.00300972209908	0.00448769989869	0.000943534761223	0.00301821914264	0.0194074280137	0.18954345879	0.00301216043765	0.18191832902	0.000709026917417	0.00519153831808	0.180505432865	0.00409670415952	0.000777013883751	0.193167424287	0.00310042349524	0.0117303590669	0.193050933742	0.0458254376933	0.0334853983254	0.000567676976728
X106	0.000407144700494	0.00183528403735	0.00056979033549	0.00294462423808	0.0446658715205	0.0459638327512	0.171306513103	0.0463083518951	0.1922624314	0.00132361834947	0.00330707953633	0.00513167294001	0.0796405742357	0.0942411185577	0.0472991783481	0.0466274720067	0.00214826047429	0.000413351767776	0.0	0.151834540376	0.188761307799	0.000356135916477	0.00244848985742	0.0466202652684	0.0459287089421	0.148973903811	0.0465748356462	0.0467403119248	0.0463159829003	0.0450362422077	0.00155944854242	0.0467453296051	0.0479506971116	0.0127549643775	0.00303227174148	0.0474412910059	0.000471035954254	0.0367724722263	0.00297339467702	0.00442240342675	0.000823789789987	0.00300570873187	0.0192873122737	0.189452660955	0.00298230754845	0.181826818051	0.000582106576565	0.00521141874903	0.180413921896	0.00409440746603	0.000700059059446	0.193078755835	0.00302436466327	0.0116635932246	0.192959422774	0.045871304769	0.0335312654012	0.000484565693158
X126	0.151814659945	0.151927666656	0.151795494469	0.151814659945	0.151774451355	0.151774451355	0.187475133797	0.151770369265	0.193397305807	0.151896035312	0.151788456185	0.149747684518	0.161275111502	0.0865695767575	0.151734845686	0.151622545292	0.152250491655	0.151814659945	0.151834540376	0.0	0.192842260246	0.151814659945	0.152032755549	0.151774451355	0.151774451355	0.014235613297	0.152052780297	0.151790376252	0.151774451355	0.145882157638	0.151798383142	0.151774451355	0.151790376252	0.145593153777	0.151814659945	0.151887029854	0.151804011623	0.151679432609	0.151814659945	0.150885901568	0.151827782674	0.151814659945	0.150412715965	0.173480087139	0.151814659945	0.190458365667	0.151875138487	0.150372593942	0.191028820475	0.15070466451	0.151919688015	0.193697807093	0.151707150063	0.150046505469	0.192666383445	0.151790376252	0.151770369265	0.151755789525
X102	0.188852818767	0.188363120217	0.188852818767	0.188926357016	0.189795881834	0.189896295619	0.0269882669762	0.189232244239	0.0501881433884	0.188194839014	0.188926357016	0.186824926165	0.145638746597	0.189313158842	0.189857922962	0.189857922962	0.187248886282	0.188852818767	0.188761307799	0.192842260246	0.0	0.188852818767	0.187433687158	0.189812338115	0.189386584556	0.180164453238	0.187197521578	0.189857922962	0.189843842651	0.188852818767	0.188852818767	0.189857922962	0.189860424595	0.18659584384	0.188926357016	0.189141392156	0.188852818767	0.189677005217	0.188920034381	0.188445756739	0.188761592365	0.188926357016	0.179808000199	0.0255687591055	0.188926357016	0.00887128150793	0.188499808533	0.188926357016	0.00860596343572	0.188926357016	0.188423557436	0.0110178608383	0.188926357016	0.184186160068	0.0051602877189	0.189857922963	0.188963023496	0.188852818767
X160	0.000375767273636	0.00204450333211	0.000558235997431	0.00284101806971	0.0445970669585	0.0458950281893	0.171397310938	0.0462395473331	0.192350465714	0.00142827082103	0.00325003787978	0.0052169762972	0.0797320852039	0.0943071708104	0.0472706884146	0.0466075915758	0.00228208635173	0.000385690722043	0.000356135916477	0.151814659945	0.188852818767	0.0	0.00257332090477	0.0465510723503	0.0458590688482	0.149065414779	0.0466663466144	0.0466715073628	0.0462471783383	0.0450101541658	0.00149064398044	0.0466845253108	0.0479037474381	0.0128404005069	0.00294954990116	0.0475328019741	0.000535040910764	0.0368611406781	0.00287912632094	0.00446395954171	0.000941195868547	0.00285574243239	0.0194309748392	0.18954345879	0.00289496554182	0.18191832902	0.000784245053696	0.00517803935587	0.180505432865	0.00410352838013	0.000710465018233	0.193167424287	0.00309525391717	0.0117303590669	0.193050933742	0.0458025002071	0.0334624608392	0.000463254712535
X115	0.00255736358041	0.00248456056111	0.0025496259824	0.00507314324792	0.0454025051476	0.0466983933614	0.169637045675	0.0470428774909	0.190458568574	0.00189174616251	0.00504890074915	0.00394993938298	0.0779638402658	0.093611847645	0.0479507274995	0.0471637837351	0.00173155867244	0.00255555319317	0.00244848985742	0.152032755549	0.187433687158	0.00257332090477	0.0	0.0473335235976	0.0466708975496	0.147168489233	0.0446968671789	0.047481164678	0.0470505435104	0.0448415132535	0.00257202223386	0.047455585206	0.0485556036735	0.0115234512175	0.0050847602148	0.0470904903393	0.00253030448787	0.0377038070579	0.00503988401731	0.00473494244774	0.00212982767721	0.00509410195339	0.0182186692659	0.188076110867	0.00496682859785	0.180016030098	0.00216581082642	0.00547427742768	0.179108613659	0.00499777749208	0.00220826288475	0.191801167288	0.00491608461912	0.0105735699434	0.191469674167	0.0465917252469	0.0342734540088	0.00248970728235
X175	0.0465514607064	0.0469424762766	0.0465695302725	0.0465592628457	0.0215531995988	0.0382859396335	0.165912832048	0.00665588385445	0.191821992619	0.0470901490801	0.0464830328722	0.0499775293616	0.0509808052793	0.0726934081819	0.00547776923811	0.00455138605246	0.0480598389689	0.0465743981926	0.0466202652684	0.151774451355	0.189812338115	0.0465510723503	0.0473335235976	0.0	0.00187880248994	0.149447282908	0.0098589421461	0.00612704121646	0.00756413697923	0.0173031403497	0.0452827319638	0.00213892355332	0.018277829698	0.0533775807134	0.0465487395726	0.00569217475851	0.0465548601632	0.0430336967954	0.046514263887	0.0477327296709	0.0460075212111	0.0465514607066	0.0588650750276	0.189537836381	0.0464463385915	0.182675932496	0.0467291029129	0.0478139712723	0.183038039722	0.047309594936	0.0469149543509	0.193068317062	0.0465484998257	0.0531617872676	0.192980733245	0.0147656151766	0.0221193999616	0.0466041329571
X180	0.0458599043801	0.0462509199502	0.0458788984995	0.0458677065193	0.0206533340721	0.0382270834008	0.165706180511	0.00741382720415	0.191821992619	0.0463985927538	0.0457751247482	0.0492859730353	0.0504193221611	0.0724482926526	0.0066092917865	0.0054904188103	0.0473682826425	0.0458828418663	0.0459287089421	0.151774451355	0.189386584556	0.0458590688482	0.0466708975496	0.00187880248994	0.0	0.149021529349	0.0089891160394	0.00708482132433	0.00700315569708	0.0164632438693	0.04461431504	0.00250149591283	0.019015353071	0.052686024387	0.0458565705533	0.00690335046387	0.0458591446297	0.0427059155345	0.0458227075607	0.0470478271659	0.0453159648847	0.0458357115081	0.0581735187013	0.189530692686	0.0457479507351	0.182241320346	0.0460517993691	0.0470977988114	0.182612286162	0.0466180386096	0.0462233980246	0.192972491136	0.0458569434994	0.0524702309413	0.19294805774	0.0141243086789	0.0211310608104	0.0459125766308
X103	0.149065414779	0.148670984059	0.149058330318	0.149129364189	0.149393171655	0.149499001951	0.174467564146	0.148867189032	0.182952137754	0.148344590564	0.149099270601	0.144757740351	0.147693138074	0.0837407003103	0.149447452013	0.149345043783	0.147560276017	0.149065414779	0.148973903811	0.014235613297	0.180164453238	0.149065414779	0.147168489233	0.149447282908	0.149021529349	0.0	0.146757547897	0.149492867756	0.149478787445	0.142679956957	0.148618821658	0.149492867756	0.149507304268	0.140115832033	0.149129364189	0.148727420189	0.149065414779	0.149617009761	0.149085844734	0.147596850473	0.148527595256	0.149129364189	0.139332092126	0.164905604634	0.149032230948	0.176455073221	0.148689017243	0.147678014099	0.177501983048	0.148019368753	0.148697492903	0.184594644888	0.148979666106	0.14173518738	0.183270774037	0.149492867756	0.148714656512	0.149006544359
X183	0.0466663466144	0.0462504633031	0.046620261467	0.0466663466146	0.0250491002157	0.0399836004441	0.163736453792	0.0119256428548	0.189684200654	0.0459467984779	0.0465979187802	0.0465302333444	0.0490482894833	0.0737820037185	0.00973710396383	0.00749686056705	0.0450280977766	0.0466663466144	0.0465748356462	0.152052780297	0.187197521578	0.0466663466144	0.0446968671789	0.0098589421461	0.0089891160394	0.146757547897	0.0	0.012052240682	0.00907616083309	0.0151951202591	0.0453925791695	0.0099336542344	0.0216417560576	0.0499888144598	0.0466663466146	0.00934692986715	0.0466442544547	0.0455435058439	0.046629149795	0.0459903635508	0.0459091470401	0.0466663466146	0.0556215515459	0.18756473878	0.0465612244995	0.179592464159	0.0462313040142	0.0466127001853	0.180326426811	0.0464966090379	0.0462798260188	0.19125402999	0.0464952288191	0.049891992686	0.190928206729	0.0166957910001	0.0235543461003	0.0466074761941
X111	0.0466715073629	0.0470626144403	0.0466919058226	0.0466793095021	0.0235478707885	0.0378684200026	0.165980660776	0.00405084711091	0.191877716244	0.0472101957366	0.0466056451118	0.050097576018	0.0507656486776	0.0716853044015	0.00729732858459	0.00664006875416	0.0481798856253	0.046694444849	0.0467403119248	0.151790376252	0.189857922962	0.0466715073628	0.047481164678	0.00612704121646	0.00708482132433	0.149492867756	0.012052240682	0.0	0.00506861147278	0.014454730844	0.045364544048	0.00637115554004	0.0182418490469	0.0535005967933	0.046671507363	0.00702220958322	0.0466749068196	0.0452632170494	0.0466343105434	0.0478594301487	0.0461582325724	0.046671507363	0.058985121684	0.189537836382	0.0465663852479	0.1826954111	0.046850746912	0.0479374310755	0.183083624569	0.0474296415924	0.0470350010073	0.193076877496	0.0466731435932	0.0532827294759	0.193029985933	0.0146007472068	0.0221264652076	0.0467241796135
X170	0.0462471783383	0.0466382854158	0.0462661724577	0.0462549804775	0.0223791402608	0.037529408093	0.165510790432	0.00667863640854	0.191843491936	0.046785866712	0.0461787505041	0.0496732469935	0.0496648258705	0.0711582091546	0.00826997806718	0.00618479976502	0.0477555566007	0.0462701158245	0.0463159829003	0.151774451355	0.189843842651	0.0462471783383	0.0470505435104	0.00756413697923	0.00700315569708	0.149478787445	0.00907616083309	0.00506861147278	0.0	0.0130933909934	0.0448690755063	0.00729444259543	0.0190147749961	0.0530757976304	0.0462471783385	0.00895949840685	0.0462505777951	0.0444256178709	0.0462099815189	0.0474351011241	0.0456928270692	0.0462471783385	0.0585607926595	0.189537836382	0.0461420562234	0.182663835889	0.0464248205448	0.0475124679519	0.183069544258	0.0470053125678	0.0466106719828	0.193067417161	0.0462449166526	0.0528575048995	0.193015233983	0.012688143285	0.0213755695481	0.0462998505889
X173	0.0450163617768	0.0451293684878	0.0449915161798	0.0453223572953	0.0264085420576	0.0415002643827	0.165668260393	0.0155506324714	0.191760979871	0.0450964610648	0.045256130128	0.0428937140772	0.0498802437947	0.0659067961305	0.0175966279126	0.0161942994471	0.0454504454894	0.0450130495093	0.0450362422077	0.145882157638	0.188852818767	0.0450101541658	0.0448415132535	0.0173031403497	0.0164632438693	0.142679956957	0.0151951202591	0.014454730844	0.0130933909934	0.0	0.0436546136121	0.0172158808541	0.0263720462056	0.0421974304882	0.0453223572953	0.0180932788123	0.0449875368334	0.0477723270027	0.04527552656	0.0443408417418	0.0444375777239	0.0453223572953	0.0495268305467	0.183627771908	0.0452172351802	0.180463109746	0.0450008227029	0.0438657400569	0.180505432865	0.0442024436515	0.0451213898461	0.193066066033	0.0451551374159	0.0447813214828	0.1920961692	0.0201002764655	0.0211803260244	0.0449574913564
