Date/Time,Temperature (*C),,
01/29/06 18:00:00.0,28.444,Serial Number:     905376,Series: Temperature (*C)
01/29/06 18:10:00.0,28.394,,
01/29/06 18:20:00.0,28.369,Series,Temperature (*C)
01/29/06 18:30:00.0,28.32,Logger Info,Information specific to the logger
01/29/06 18:40:00.0,28.32,Model,HOBO Water Temp Pro [H20-001]
01/29/06 18:50:00.0,28.27,Serial Number,905376
01/29/06 19:00:00.0,28.245,Memory Size (Bytes),32768
01/29/06 19:10:00.0,28.221,Deployment,6
01/29/06 19:20:00.0,28.196,Series Info,Information about the data in the series
01/29/06 19:30:00.0,28.171,Points Used,21580
01/29/06 19:40:00.0,28.147,First Point,01/29/06 18:00:00.0
01/29/06 19:50:00.0,28.122,Last Point,06/28/06 14:30:00.0
01/29/06 20:00:00.0,28.122,Duration,149 Days 20:30:00.0
01/29/06 20:10:00.0,28.097,Stats,Calculated from the series
01/29/06 20:20:00.0,28.072,Wrap Count,0
01/29/06 20:30:00.0,28.072,Max Value,31.48
01/29/06 20:40:00.0,28.072,Min Value,26.77
01/29/06 20:50:00.0,28.097,Avg Value,28.92
01/29/06 21:00:00.0,28.122,Launch Parameters,
01/29/06 21:10:00.0,28.171,Load Time,01/29/2006 08:06:17 GMT   01/28/2006 22:06:17 Local
01/29/06 21:20:00.0,28.196,Launch Time,01/29/2006 08:06:19 GMT   01/28/2006 22:06:19 Local
01/29/06 21:30:00.0,28.221,Logging Time,01/30/2006 04:00:00 GMT   01/29/2006 18:00:00 Local
01/29/06 21:40:00.0,28.245,Sampling Interval,600
01/29/06 21:50:00.0,28.295,Wrap,0 = (FALSE/OFF/OPEN/TYPE 0)
01/29/06 22:00:00.0,28.32,Stealth Enable,0 = (FALSE/OFF/OPEN/TYPE 0)
01/29/06 22:10:00.0,28.345,End of Data,0x8000_04
01/29/06 22:20:00.0,28.369,Wrap Count,0
01/29/06 22:30:00.0,28.394,Description String,Tile 7
01/29/06 22:40:00.0,28.419,Time Zone,GMT-600 Minutes TZ set on Launch
01/29/06 22:50:00.0,28.419,,
01/29/06 23:00:00.0,28.444,,
01/29/06 23:10:00.0,28.468,,
01/29/06 23:20:00.0,28.493,,
01/29/06 23:30:00.0,28.493,,
01/29/06 23:40:00.0,28.493,,
01/29/06 23:50:00.0,28.493,,
01/30/06 00:00:00.0,28.493,,
01/30/06 00:10:00.0,28.493,,
01/30/06 00:20:00.0,28.493,,
01/30/06 00:30:00.0,28.493,,
01/30/06 00:40:00.0,28.493,,
01/30/06 00:50:00.0,28.493,,
01/30/06 01:00:00.0,28.518,,
01/30/06 01:10:00.0,28.493,,
01/30/06 01:20:00.0,28.518,,
01/30/06 01:30:00.0,28.518,,
01/30/06 01:40:00.0,28.493,,
01/30/06 01:50:00.0,28.493,,
01/30/06 02:00:00.0,28.468,,
01/30/06 02:10:00.0,28.444,,
01/30/06 02:20:00.0,28.444,,
01/30/06 02:30:00.0,28.444,,
01/30/06 02:40:00.0,28.444,,
01/30/06 02:50:00.0,28.444,,
01/30/06 03:00:00.0,28.444,,
01/30/06 03:10:00.0,28.444,,
01/30/06 03:20:00.0,28.444,,
01/30/06 03:30:00.0,28.444,,
01/30/06 03:40:00.0,28.444,,
01/30/06 03:50:00.0,28.444,,
01/30/06 04:00:00.0,28.444,,
01/30/06 04:10:00.0,28.419,,
01/30/06 04:20:00.0,28.419,,
01/30/06 04:30:00.0,28.419,,
01/30/06 04:40:00.0,28.419,,
01/30/06 04:50:00.0,28.419,,
01/30/06 05:00:00.0,28.394,,
01/30/06 05:10:00.0,28.345,,
01/30/06 05:20:00.0,28.32,,
01/30/06 05:30:00.0,28.295,,
01/30/06 05:40:00.0,28.245,,
01/30/06 05:50:00.0,28.221,,
01/30/06 06:00:00.0,28.196,,
01/30/06 06:10:00.0,28.171,,
01/30/06 06:20:00.0,28.147,,
01/30/06 06:30:00.0,28.122,,
01/30/06 06:40:00.0,28.097,,
01/30/06 06:50:00.0,28.097,,
01/30/06 07:00:00.0,28.122,,
01/30/06 07:10:00.0,28.171,,
01/30/06 07:20:00.0,28.196,,
01/30/06 07:30:00.0,28.245,,
01/30/06 07:40:00.0,28.245,,
01/30/06 07:50:00.0,28.221,,
01/30/06 08:00:00.0,28.295,,
01/30/06 08:10:00.0,28.345,,
01/30/06 08:20:00.0,28.394,,
01/30/06 08:30:00.0,28.394,,
01/30/06 08:40:00.0,28.369,,
01/30/06 08:50:00.0,28.345,,
01/30/06 09:00:00.0,28.345,,
01/30/06 09:10:00.0,28.345,,
01/30/06 09:20:00.0,28.419,,
01/30/06 09:30:00.0,28.617,,
01/30/06 09:40:00.0,28.617,,
01/30/06 09:50:00.0,28.593,,
01/30/06 10:00:00.0,28.717,,
01/30/06 10:10:00.0,28.841,,
01/30/06 10:20:00.0,28.841,,
01/30/06 10:30:00.0,28.866,,
01/30/06 10:40:00.0,28.841,,
01/30/06 10:50:00.0,28.866,,
01/30/06 11:00:00.0,28.891,,
01/30/06 11:10:00.0,28.99,,
01/30/06 11:20:00.0,29.065,,
01/30/06 11:30:00.0,29.14,,
01/30/06 11:40:00.0,29.165,,
01/30/06 11:50:00.0,29.065,,
01/30/06 12:00:00.0,29.315,,
01/30/06 12:10:00.0,29.365,,
01/30/06 12:20:00.0,29.29,,
01/30/06 12:30:00.0,29.389,,
01/30/06 12:40:00.0,29.64,,
01/30/06 12:50:00.0,29.34,,
01/30/06 13:00:00.0,29.49,,
01/30/06 13:10:00.0,29.59,,
01/30/06 13:20:00.0,29.414,,
01/30/06 13:30:00.0,29.765,,
01/30/06 13:40:00.0,29.715,,
01/30/06 13:50:00.0,29.665,,
01/30/06 14:00:00.0,29.615,,
01/30/06 14:10:00.0,29.615,,
01/30/06 14:20:00.0,29.665,,
01/30/06 14:30:00.0,29.49,,
01/30/06 14:40:00.0,29.439,,
01/30/06 14:50:00.0,29.389,,
01/30/06 15:00:00.0,29.29,,
01/30/06 15:10:00.0,29.24,,
01/30/06 15:20:00.0,29.14,,
01/30/06 15:30:00.0,29.14,,
01/30/06 15:40:00.0,29.115,,
01/30/06 15:50:00.0,29.09,,
01/30/06 16:00:00.0,29.04,,
01/30/06 16:10:00.0,29.04,,
01/30/06 16:20:00.0,29.015,,
01/30/06 16:30:00.0,28.941,,
01/30/06 16:40:00.0,28.891,,
01/30/06 16:50:00.0,28.866,,
01/30/06 17:00:00.0,28.816,,
01/30/06 17:10:00.0,28.791,,
01/30/06 17:20:00.0,28.766,,
01/30/06 17:30:00.0,28.742,,
01/30/06 17:40:00.0,28.717,,
01/30/06 17:50:00.0,28.667,,
01/30/06 18:00:00.0,28.617,,
01/30/06 18:10:00.0,28.593,,
01/30/06 18:20:00.0,28.543,,
01/30/06 18:30:00.0,28.518,,
01/30/06 18:40:00.0,28.468,,
01/30/06 18:50:00.0,28.444,,
01/30/06 19:00:00.0,28.419,,
01/30/06 19:10:00.0,28.419,,
01/30/06 19:20:00.0,28.394,,
01/30/06 19:30:00.0,28.369,,
01/30/06 19:40:00.0,28.369,,
01/30/06 19:50:00.0,28.345,,
01/30/06 20:00:00.0,28.345,,
01/30/06 20:10:00.0,28.345,,
01/30/06 20:20:00.0,28.345,,
01/30/06 20:30:00.0,28.32,,
01/30/06 20:40:00.0,28.32,,
01/30/06 20:50:00.0,28.27,,
01/30/06 21:00:00.0,28.245,,
01/30/06 21:10:00.0,28.196,,
01/30/06 21:20:00.0,28.171,,
01/30/06 21:30:00.0,28.147,,
01/30/06 21:40:00.0,28.147,,
01/30/06 21:50:00.0,28.147,,
