Date/Time,Temperature (*C),,
01/19/07 12:00:00.0,27.136,Serial Number:     905383,Series: Temperature (*C)
01/19/07 12:15:00.0,28.816,,
01/19/07 12:30:00.0,28.394,Series,Temperature (*C)
01/19/07 12:45:00.0,28.345,Logger Info,Information specific to the logger
01/19/07 13:00:00.0,28.345,Model,HOBO Water Temp Pro [H20-001]
01/19/07 13:15:00.0,28.295,Serial Number,905383
01/19/07 13:30:00.0,28.245,Memory Size (Bytes),32768
01/19/07 13:45:00.0,28.32,Deployment,7
01/19/07 14:00:00.0,28.345,Series Info,Information about the data in the series
01/19/07 14:15:00.0,28.518,Points Used,21580
01/19/07 14:30:00.0,28.394,First Point,01/19/07 12:00:00.0
01/19/07 14:45:00.0,28.419,Last Point,09/01/07 06:45:00.0
01/19/07 15:00:00.0,28.295,Duration,224 Days 18:45:00.0
01/19/07 15:15:00.0,28.221,Stats,Calculated from the series
01/19/07 15:30:00.0,28.171,Wrap Count,0
01/19/07 15:45:00.0,28.171,Max Value,30.52
01/19/07 16:00:00.0,28.196,Min Value,26.38
01/19/07 16:15:00.0,28.196,Avg Value,28.51
01/19/07 16:30:00.0,28.147,Launch Parameters,
01/19/07 16:45:00.0,28.097,Load Time,01/19/2007 04:33:32 GMT   01/18/2007 20:33:32 Local
01/19/07 17:00:00.0,28.072,Launch Time,01/19/2007 04:33:34 GMT   01/18/2007 20:33:34 Local
01/19/07 17:15:00.0,28.048,Logging Time,01/19/2007 20:00:00 GMT   01/19/2007 12:00:00 Local
01/19/07 17:30:00.0,28.072,Sampling Interval,900
01/19/07 17:45:00.0,28.072,Wrap,0 = (FALSE/OFF/OPEN/TYPE 0)
01/19/07 18:00:00.0,28.072,Stealth Enable,0 = (FALSE/OFF/OPEN/TYPE 0)
01/19/07 18:15:00.0,28.048,End of Data,0x8000_04
01/19/07 18:30:00.0,28.048,Wrap Count,0
01/19/07 18:45:00.0,28.023,Description String,Tile Site 1
01/19/07 19:00:00.0,27.949,Time Zone,GMT-480 Minutes TZ set on Launch
01/19/07 19:15:00.0,27.949,,
01/19/07 19:30:00.0,27.924,,
01/19/07 19:45:00.0,27.924,,
01/19/07 20:00:00.0,27.899,,
01/19/07 20:15:00.0,27.924,,
01/19/07 20:30:00.0,27.949,,
01/19/07 20:45:00.0,27.924,,
01/19/07 21:00:00.0,27.924,,
01/19/07 21:15:00.0,27.924,,
01/19/07 21:30:00.0,27.974,,
01/19/07 21:45:00.0,27.949,,
01/19/07 22:00:00.0,27.949,,
01/19/07 22:15:00.0,27.924,,
01/19/07 22:30:00.0,27.875,,
01/19/07 22:45:00.0,27.85,,
01/19/07 23:00:00.0,27.825,,
01/19/07 23:15:00.0,27.85,,
01/19/07 23:30:00.0,27.825,,
01/19/07 23:45:00.0,27.85,,
01/20/07 00:00:00.0,27.85,,
01/20/07 00:15:00.0,27.85,,
01/20/07 00:30:00.0,27.875,,
01/20/07 00:45:00.0,27.899,,
01/20/07 01:00:00.0,27.949,,
01/20/07 01:15:00.0,27.924,,
01/20/07 01:30:00.0,27.924,,
01/20/07 01:45:00.0,27.949,,
01/20/07 02:00:00.0,27.924,,
01/20/07 02:15:00.0,27.949,,
01/20/07 02:30:00.0,27.949,,
01/20/07 02:45:00.0,27.949,,
01/20/07 03:00:00.0,27.949,,
01/20/07 03:15:00.0,27.949,,
01/20/07 03:30:00.0,27.949,,
01/20/07 03:45:00.0,27.949,,
01/20/07 04:00:00.0,27.949,,
01/20/07 04:15:00.0,27.949,,
01/20/07 04:30:00.0,27.949,,
01/20/07 04:45:00.0,27.949,,
01/20/07 05:00:00.0,27.949,,
01/20/07 05:15:00.0,27.949,,
01/20/07 05:30:00.0,27.949,,
01/20/07 05:45:00.0,27.949,,
01/20/07 06:00:00.0,27.974,,
01/20/07 06:15:00.0,27.974,,
01/20/07 06:30:00.0,27.974,,
01/20/07 06:45:00.0,27.949,,
01/20/07 07:00:00.0,27.949,,
01/20/07 07:15:00.0,27.949,,
01/20/07 07:30:00.0,27.949,,
01/20/07 07:45:00.0,27.949,,
01/20/07 08:00:00.0,27.974,,
01/20/07 08:15:00.0,27.974,,
01/20/07 08:30:00.0,27.998,,
01/20/07 08:45:00.0,28.023,,
