Date/Time,Temperature (*C),,
01/29/06 18:00:00.0,28.642,Serial Number:     905383,Series: Temperature (*C)
01/29/06 18:10:00.0,28.617,,
01/29/06 18:20:00.0,28.568,Series,Temperature (*C)
01/29/06 18:30:00.0,28.543,Logger Info,Information specific to the logger
01/29/06 18:40:00.0,28.518,Model,HOBO Water Temp Pro [H20-001]
01/29/06 18:50:00.0,28.468,Serial Number,905383
01/29/06 19:00:00.0,28.419,Memory Size (Bytes),32768
01/29/06 19:10:00.0,28.394,Deployment,5
01/29/06 19:20:00.0,28.32,Series Info,Information about the data in the series
01/29/06 19:30:00.0,28.27,Points Used,21580
01/29/06 19:40:00.0,28.221,First Point,01/29/06 18:00:00.0
01/29/06 19:50:00.0,28.171,Last Point,06/28/06 14:30:00.0
01/29/06 20:00:00.0,28.122,Duration,149 Days 20:30:00.0
01/29/06 20:10:00.0,28.097,Stats,Calculated from the series
01/29/06 20:20:00.0,28.072,Wrap Count,0
01/29/06 20:30:00.0,28.048,Max Value,30.90
01/29/06 20:40:00.0,28.023,Min Value,27.09
01/29/06 20:50:00.0,27.998,Avg Value,28.84
01/29/06 21:00:00.0,27.998,Launch Parameters,
01/29/06 21:10:00.0,27.974,Load Time,01/29/2006 08:09:06 GMT   01/28/2006 22:09:06 Local
01/29/06 21:20:00.0,27.974,Launch Time,01/29/2006 08:09:07 GMT   01/28/2006 22:09:07 Local
01/29/06 21:30:00.0,27.974,Logging Time,01/30/2006 04:00:00 GMT   01/29/2006 18:00:00 Local
01/29/06 21:40:00.0,27.998,Sampling Interval,600
01/29/06 21:50:00.0,28.023,Wrap,0 = (FALSE/OFF/OPEN/TYPE 0)
01/29/06 22:00:00.0,28.097,Stealth Enable,0 = (FALSE/OFF/OPEN/TYPE 0)
01/29/06 22:10:00.0,28.122,End of Data,0x8000_04
01/29/06 22:20:00.0,28.171,Wrap Count,0
01/29/06 22:30:00.0,28.221,Description String,Tile 8
01/29/06 22:40:00.0,28.245,Time Zone,GMT-600 Minutes TZ set on Launch
01/29/06 22:50:00.0,28.295,,
01/29/06 23:00:00.0,28.32,,
01/29/06 23:10:00.0,28.345,,
01/29/06 23:20:00.0,28.369,,
01/29/06 23:30:00.0,28.394,,
01/29/06 23:40:00.0,28.419,,
01/29/06 23:50:00.0,28.419,,
01/30/06 00:00:00.0,28.419,,
01/30/06 00:10:00.0,28.419,,
01/30/06 00:20:00.0,28.419,,
01/30/06 00:30:00.0,28.419,,
01/30/06 00:40:00.0,28.419,,
01/30/06 00:50:00.0,28.394,,
01/30/06 01:00:00.0,28.394,,
01/30/06 01:10:00.0,28.394,,
01/30/06 01:20:00.0,28.419,,
01/30/06 01:30:00.0,28.419,,
01/30/06 01:40:00.0,28.419,,
01/30/06 01:50:00.0,28.419,,
01/30/06 02:00:00.0,28.444,,
01/30/06 02:10:00.0,28.444,,
01/30/06 02:20:00.0,28.444,,
01/30/06 02:30:00.0,28.444,,
01/30/06 02:40:00.0,28.419,,
01/30/06 02:50:00.0,28.419,,
01/30/06 03:00:00.0,28.419,,
01/30/06 03:10:00.0,28.419,,
01/30/06 03:20:00.0,28.394,,
01/30/06 03:30:00.0,28.394,,
01/30/06 03:40:00.0,28.394,,
01/30/06 03:50:00.0,28.394,,
01/30/06 04:00:00.0,28.369,,
01/30/06 04:10:00.0,28.369,,
01/30/06 04:20:00.0,28.345,,
01/30/06 04:30:00.0,28.345,,
01/30/06 04:40:00.0,28.345,,
01/30/06 04:50:00.0,28.32,,
01/30/06 05:00:00.0,28.32,,
01/30/06 05:10:00.0,28.295,,
01/30/06 05:20:00.0,28.27,,
01/30/06 05:30:00.0,28.221,,
01/30/06 05:40:00.0,28.196,,
01/30/06 05:50:00.0,28.171,,
01/30/06 06:00:00.0,28.147,,
01/30/06 06:10:00.0,28.122,,
01/30/06 06:20:00.0,28.097,,
01/30/06 06:30:00.0,28.072,,
01/30/06 06:40:00.0,28.048,,
01/30/06 06:50:00.0,28.048,,
01/30/06 07:00:00.0,28.023,,
01/30/06 07:10:00.0,28.023,,
01/30/06 07:20:00.0,28.023,,
01/30/06 07:30:00.0,27.998,,
01/30/06 07:40:00.0,27.998,,
01/30/06 07:50:00.0,27.949,,
01/30/06 08:00:00.0,27.949,,
01/30/06 08:10:00.0,27.924,,
01/30/06 08:20:00.0,27.899,,
01/30/06 08:30:00.0,27.899,,
01/30/06 08:40:00.0,27.875,,
01/30/06 08:50:00.0,27.875,,
01/30/06 09:00:00.0,27.85,,
01/30/06 09:10:00.0,27.899,,
01/30/06 09:20:00.0,27.974,,
01/30/06 09:30:00.0,28.048,,
01/30/06 09:40:00.0,28.147,,
01/30/06 09:50:00.0,28.196,,
01/30/06 10:00:00.0,28.245,,
01/30/06 10:10:00.0,28.32,,
01/30/06 10:20:00.0,28.345,,
01/30/06 10:30:00.0,28.419,,
01/30/06 10:40:00.0,28.468,,
01/30/06 10:50:00.0,28.518,,
01/30/06 11:00:00.0,28.568,,
01/30/06 11:10:00.0,28.642,,
01/30/06 11:20:00.0,28.766,,
01/30/06 11:30:00.0,28.791,,
01/30/06 11:40:00.0,28.816,,
01/30/06 11:50:00.0,28.891,,
01/30/06 12:00:00.0,28.916,,
01/30/06 12:10:00.0,29.015,,
01/30/06 12:20:00.0,29.09,,
01/30/06 12:30:00.0,29.19,,
01/30/06 12:40:00.0,29.29,,
01/30/06 12:50:00.0,29.315,,
01/30/06 13:00:00.0,29.29,,
01/30/06 13:10:00.0,29.389,,
01/30/06 13:20:00.0,29.34,,
01/30/06 13:30:00.0,29.389,,
01/30/06 13:40:00.0,29.565,,
01/30/06 13:50:00.0,29.54,,
01/30/06 14:00:00.0,29.565,,
01/30/06 14:10:00.0,29.565,,
01/30/06 14:20:00.0,29.54,,
01/30/06 14:30:00.0,29.54,,
01/30/06 14:40:00.0,29.515,,
01/30/06 14:50:00.0,29.464,,
01/30/06 15:00:00.0,29.34,,
01/30/06 15:10:00.0,29.265,,
01/30/06 15:20:00.0,29.24,,
01/30/06 15:30:00.0,29.19,,
01/30/06 15:40:00.0,29.165,,
01/30/06 15:50:00.0,29.14,,
01/30/06 16:00:00.0,29.14,,
01/30/06 16:10:00.0,29.04,,
01/30/06 16:20:00.0,28.965,,
01/30/06 16:30:00.0,28.916,,
01/30/06 16:40:00.0,28.816,,
01/30/06 16:50:00.0,28.791,,
01/30/06 17:00:00.0,28.766,,
01/30/06 17:10:00.0,28.742,,
01/30/06 17:20:00.0,28.717,,
01/30/06 17:30:00.0,28.692,,
01/30/06 17:40:00.0,28.667,,
01/30/06 17:50:00.0,28.617,,
01/30/06 18:00:00.0,28.593,,
01/30/06 18:10:00.0,28.568,,
01/30/06 18:20:00.0,28.543,,
01/30/06 18:30:00.0,28.518,,
01/30/06 18:40:00.0,28.493,,
01/30/06 18:50:00.0,28.468,,
01/30/06 19:00:00.0,28.444,,
01/30/06 19:10:00.0,28.419,,
01/30/06 19:20:00.0,28.419,,
01/30/06 19:30:00.0,28.394,,
01/30/06 19:40:00.0,28.345,,
01/30/06 19:50:00.0,28.32,,
01/30/06 20:00:00.0,28.295,,
01/30/06 20:10:00.0,28.27,,
01/30/06 20:20:00.0,28.245,,
01/30/06 20:30:00.0,28.221,,
01/30/06 20:40:00.0,28.196,,
01/30/06 20:50:00.0,28.171,,
01/30/06 21:00:00.0,28.147,,
01/30/06 21:10:00.0,28.122,,
01/30/06 21:20:00.0,28.097,,
01/30/06 21:30:00.0,28.097,,
01/30/06 21:40:00.0,28.072,,
01/30/06 21:50:00.0,28.072,,
01/30/06 22:00:00.0,28.072,,
01/30/06 22:10:00.0,28.072,,
01/30/06 22:20:00.0,28.122,,
01/30/06 22:30:00.0,28.171,,
01/30/06 22:40:00.0,28.196,,
01/30/06 22:50:00.0,28.221,,
01/30/06 23:00:00.0,28.245,,
01/30/06 23:10:00.0,28.245,,
01/30/06 23:20:00.0,28.27,,
01/30/06 23:30:00.0,28.27,,
01/30/06 23:40:00.0,28.27,,
01/30/06 23:50:00.0,28.295,,
01/31/06 00:00:00.0,28.295,,
01/31/06 00:10:00.0,28.345,,
01/31/06 00:20:00.0,28.345,,
01/31/06 00:30:00.0,28.369,,
01/31/06 00:40:00.0,28.394,,
01/31/06 00:50:00.0,28.394,,
01/31/06 01:00:00.0,28.394,,
01/31/06 01:10:00.0,28.394,,
01/31/06 01:20:00.0,28.394,,
01/31/06 01:30:00.0,28.369,,
01/31/06 01:40:00.0,28.369,,
01/31/06 01:50:00.0,28.369,,
01/31/06 02:00:00.0,28.369,,
01/31/06 02:10:00.0,28.369,,
01/31/06 02:20:00.0,28.369,,
01/31/06 02:30:00.0,28.369,,
01/31/06 02:40:00.0,28.369,,
01/31/06 02:50:00.0,28.345,,
01/31/06 03:00:00.0,28.345,,
01/31/06 03:10:00.0,28.345,,
01/31/06 03:20:00.0,28.295,,
01/31/06 03:30:00.0,28.245,,
01/31/06 03:40:00.0,28.196,,
01/31/06 03:50:00.0,28.171,,
01/31/06 04:00:00.0,28.122,,
01/31/06 04:10:00.0,28.072,,
01/31/06 04:20:00.0,28.097,,
01/31/06 04:30:00.0,28.072,,
01/31/06 04:40:00.0,28.097,,
01/31/06 04:50:00.0,28.122,,
01/31/06 05:00:00.0,28.147,,
01/31/06 05:10:00.0,28.171,,
01/31/06 05:20:00.0,28.196,,
01/31/06 05:30:00.0,28.196,,
01/31/06 05:40:00.0,28.245,,
01/31/06 05:50:00.0,28.27,,
01/31/06 06:00:00.0,28.27,,
01/31/06 06:10:00.0,28.27,,
01/31/06 06:20:00.0,28.295,,
01/31/06 06:30:00.0,28.32,,
01/31/06 06:40:00.0,28.369,,
01/31/06 06:50:00.0,28.369,,
01/31/06 07:00:00.0,28.394,,
01/31/06 07:10:00.0,28.419,,
01/31/06 07:20:00.0,28.444,,
01/31/06 07:30:00.0,28.444,,
01/31/06 07:40:00.0,28.468,,
01/31/06 07:50:00.0,28.493,,
01/31/06 08:00:00.0,28.518,,
01/31/06 08:10:00.0,28.543,,
01/31/06 08:20:00.0,28.568,,
01/31/06 08:30:00.0,28.593,,
01/31/06 08:40:00.0,28.593,,
01/31/06 08:50:00.0,28.617,,
01/31/06 09:00:00.0,28.667,,
01/31/06 09:10:00.0,28.717,,
01/31/06 09:20:00.0,28.742,,
01/31/06 09:30:00.0,28.742,,
01/31/06 09:40:00.0,28.742,,
01/31/06 09:50:00.0,28.717,,
01/31/06 10:00:00.0,28.717,,
01/31/06 10:10:00.0,28.742,,
01/31/06 10:20:00.0,28.766,,
01/31/06 10:30:00.0,28.692,,
01/31/06 10:40:00.0,28.667,,
01/31/06 10:50:00.0,28.667,,
01/31/06 11:00:00.0,28.593,,
01/31/06 11:10:00.0,28.568,,
01/31/06 11:20:00.0,28.518,,
01/31/06 11:30:00.0,28.518,,
01/31/06 11:40:00.0,28.543,,
01/31/06 11:50:00.0,28.518,,
01/31/06 12:00:00.0,28.493,,
01/31/06 12:10:00.0,28.518,,
01/31/06 12:20:00.0,28.568,,
01/31/06 12:30:00.0,28.642,,
01/31/06 12:40:00.0,28.692,,
01/31/06 12:50:00.0,28.717,,
01/31/06 13:00:00.0,28.717,,
01/31/06 13:10:00.0,28.742,,
01/31/06 13:20:00.0,28.816,,
01/31/06 13:30:00.0,28.916,,
01/31/06 13:40:00.0,28.891,,
01/31/06 13:50:00.0,28.791,,
01/31/06 14:00:00.0,28.791,,
01/31/06 14:10:00.0,28.816,,
01/31/06 14:20:00.0,28.866,,
01/31/06 14:30:00.0,28.891,,
01/31/06 14:40:00.0,28.916,,
01/31/06 14:50:00.0,28.941,,
01/31/06 15:00:00.0,28.941,,
01/31/06 15:10:00.0,28.916,,
01/31/06 15:20:00.0,28.916,,
01/31/06 15:30:00.0,29.015,,
01/31/06 15:40:00.0,28.941,,
01/31/06 15:50:00.0,28.941,,
01/31/06 16:00:00.0,28.891,,
01/31/06 16:10:00.0,28.891,,
01/31/06 16:20:00.0,28.866,,
01/31/06 16:30:00.0,28.891,,
01/31/06 16:40:00.0,28.866,,
01/31/06 16:50:00.0,28.816,,
01/31/06 17:00:00.0,28.791,,
01/31/06 17:10:00.0,28.766,,
01/31/06 17:20:00.0,28.742,,
01/31/06 17:30:00.0,28.717,,
01/31/06 17:40:00.0,28.692,,
01/31/06 17:50:00.0,28.667,,
01/31/06 18:00:00.0,28.642,,
01/31/06 18:10:00.0,28.617,,
01/31/06 18:20:00.0,28.617,,
01/31/06 18:30:00.0,28.593,,
01/31/06 18:40:00.0,28.568,,
01/31/06 18:50:00.0,28.543,,
01/31/06 19:00:00.0,28.518,,
01/31/06 19:10:00.0,28.518,,
01/31/06 19:20:00.0,28.518,,
01/31/06 19:30:00.0,28.518,,
01/31/06 19:40:00.0,28.518,,
01/31/06 19:50:00.0,28.518,,
01/31/06 20:00:00.0,28.518,,
01/31/06 20:10:00.0,28.518,,
01/31/06 20:20:00.0,28.518,,
01/31/06 20:30:00.0,28.518,,
01/31/06 20:40:00.0,28.518,,
01/31/06 20:50:00.0,28.518,,
01/31/06 21:00:00.0,28.543,,
01/31/06 21:10:00.0,28.543,,
01/31/06 21:20:00.0,28.543,,
01/31/06 21:30:00.0,28.543,,
01/31/06 21:40:00.0,28.543,,
01/31/06 21:50:00.0,28.543,,
01/31/06 22:00:00.0,28.543,,
01/31/06 22:10:00.0,28.543,,
01/31/06 22:20:00.0,28.568,,
01/31/06 22:30:00.0,28.568,,
01/31/06 22:40:00.0,28.568,,
01/31/06 22:50:00.0,28.568,,
01/31/06 23:00:00.0,28.568,,
01/31/06 23:10:00.0,28.543,,
01/31/06 23:20:00.0,28.543,,
01/31/06 23:30:00.0,28.543,,
01/31/06 23:40:00.0,28.518,,
01/31/06 23:50:00.0,28.518,,
02/01/06 00:00:00.0,28.518,,
02/01/06 00:10:00.0,28.493,,
02/01/06 00:20:00.0,28.493,,
02/01/06 00:30:00.0,28.468,,
02/01/06 00:40:00.0,28.468,,
02/01/06 00:50:00.0,28.468,,
02/01/06 01:00:00.0,28.444,,
02/01/06 01:10:00.0,28.444,,
02/01/06 01:20:00.0,28.444,,
02/01/06 01:30:00.0,28.419,,
02/01/06 01:40:00.0,28.419,,
