Date Time,Site 1,Site 2,Site 3,Site 7,Site 8,Site 9
01/30/06 06:50:00.0,28.518,28.518,28.543,28.097,28.048,28.147
01/30/06 07:00:00.0,28.568,28.518,28.617,28.122,28.023,28.122
01/30/06 07:10:00.0,28.593,28.518,28.667,28.171,28.023,28.097
01/30/06 07:20:00.0,28.568,28.543,28.667,28.196,28.023,28.048
01/30/06 07:30:00.0,28.568,28.518,28.692,28.245,27.998,28.048
01/30/06 07:40:00.0,28.617,28.518,28.717,28.245,27.998,28.023
01/30/06 07:50:00.0,28.642,28.493,28.692,28.221,27.949,27.974
01/30/06 08:00:00.0,28.568,28.493,28.692,28.295,27.949,27.998
01/30/06 08:10:00.0,28.667,28.543,28.692,28.345,27.924,27.974
01/30/06 08:20:00.0,28.742,28.617,28.717,28.394,27.899,27.998
01/30/06 08:30:00.0,28.766,28.667,28.717,28.394,27.899,28.023
01/30/06 08:40:00.0,28.742,28.692,28.692,28.369,27.875,27.998
01/30/06 08:50:00.0,28.99,28.766,28.667,28.345,27.875,27.998
01/30/06 09:00:00.0,28.866,28.766,28.667,28.345,27.85,27.974
01/30/06 09:10:00.0,28.766,28.667,28.642,28.345,27.899,27.974
01/30/06 09:20:00.0,28.742,28.667,28.642,28.419,27.974,27.998
01/30/06 09:30:00.0,28.766,28.692,28.667,28.617,28.048,28.072
01/30/06 09:40:00.0,28.841,28.717,28.692,28.617,28.147,28.245
01/30/06 09:50:00.0,29.015,28.841,28.816,28.593,28.196,28.171
01/30/06 10:00:00.0,29.065,28.841,28.816,28.717,28.245,28.171
01/30/06 10:10:00.0,28.99,28.791,28.816,28.841,28.32,28.245
01/30/06 10:20:00.0,29.04,28.891,28.916,28.841,28.345,28.32
01/30/06 10:30:00.0,29.09,28.891,28.941,28.866,28.419,28.369
01/30/06 10:40:00.0,29.04,28.866,28.916,28.841,28.468,28.444
01/30/06 10:50:00.0,28.965,28.816,28.891,28.866,28.518,28.518
01/30/06 11:00:00.0,28.941,28.791,28.866,28.891,28.568,28.617
01/30/06 11:10:00.0,28.916,28.766,28.866,28.99,28.642,28.667
01/30/06 11:20:00.0,28.965,28.841,28.891,29.065,28.766,28.816
01/30/06 11:30:00.0,29.015,28.841,29.015,29.14,28.791,28.916
01/30/06 11:40:00.0,28.866,28.742,28.99,29.165,28.816,28.916
01/30/06 11:50:00.0,29.34,28.717,29.14,29.065,28.891,29.015
01/30/06 12:00:00.0,29.065,28.692,29.015,29.315,28.916,29.115
01/30/06 12:10:00.0,28.965,28.642,28.941,29.365,29.015,29.165
01/30/06 12:20:00.0,29.065,28.617,28.866,29.29,29.09,29.389
01/30/06 12:30:00.0,29.414,28.717,29.09,29.389,29.19,29.439
01/30/06 12:40:00.0,29.315,28.742,29.165,29.64,29.29,29.414
01/30/06 12:50:00.0,29.34,28.816,29.14,29.34,29.315,29.565
01/30/06 13:00:00.0,29.215,28.766,28.99,29.49,29.29,29.389
01/30/06 13:10:00.0,29.439,28.816,28.965,29.59,29.389,29.565
01/30/06 13:20:00.0,29.265,28.841,29.24,29.414,29.34,29.389
01/30/06 13:30:00.0,29.565,28.742,28.941,29.765,29.389,29.439
01/30/06 13:40:00.0,29.265,28.742,29.09,29.715,29.565,29.59
01/30/06 13:50:00.0,29.464,28.816,29.09,29.665,29.54,29.565
01/30/06 14:00:00.0,29.365,28.866,28.99,29.615,29.565,29.49
01/30/06 14:10:00.0,29.49,28.841,29.165,29.615,29.565,29.49
01/30/06 14:20:00.0,29.439,28.866,29.165,29.665,29.54,29.464
01/30/06 14:30:00.0,29.439,28.816,29.14,29.49,29.54,29.464
01/30/06 14:40:00.0,29.19,28.816,29.165,29.439,29.515,29.389
01/30/06 14:50:00.0,29.265,28.766,29.015,29.389,29.464,29.34
01/30/06 15:00:00.0,29.14,28.742,28.99,29.29,29.34,29.265
01/30/06 15:10:00.0,29.09,28.692,28.891,29.24,29.265,29.19
01/30/06 15:20:00.0,29.09,28.692,28.866,29.14,29.24,29.14
01/30/06 15:30:00.0,28.965,28.692,28.841,29.14,29.19,29.065
01/30/06 15:40:00.0,28.941,28.692,28.816,29.115,29.165,29.015
01/30/06 15:50:00.0,28.99,28.717,28.816,29.09,29.14,28.99
01/30/06 16:00:00.0,28.891,28.692,28.766,29.04,29.14,28.941
01/30/06 16:10:00.0,29.015,28.692,28.816,29.04,29.04,28.866
01/30/06 16:20:00.0,28.965,28.692,28.791,29.015,28.965,28.841
01/30/06 16:30:00.0,28.941,28.667,28.742,28.941,28.916,28.816
01/30/06 16:40:00.0,28.891,28.667,28.717,28.891,28.816,28.742
01/30/06 16:50:00.0,28.866,28.642,28.717,28.866,28.791,28.742
01/30/06 17:00:00.0,28.816,28.617,28.667,28.816,28.766,28.717
01/30/06 17:10:00.0,28.766,28.617,28.642,28.791,28.742,28.692
01/30/06 17:20:00.0,28.742,28.617,28.642,28.766,28.717,28.692
01/30/06 17:30:00.0,28.742,28.617,28.642,28.742,28.692,28.692
01/30/06 17:40:00.0,28.742,28.617,28.617,28.717,28.667,28.667
01/30/06 17:50:00.0,28.717,28.617,28.617,28.667,28.617,28.667
01/30/06 18:00:00.0,28.717,28.617,28.617,28.617,28.593,28.642
01/30/06 18:10:00.0,28.717,28.617,28.593,28.593,28.568,28.617
01/30/06 18:20:00.0,28.717,28.617,28.593,28.543,28.543,28.617
01/30/06 18:30:00.0,28.692,28.617,28.593,28.518,28.518,28.593
01/30/06 18:40:00.0,28.692,28.593,28.593,28.468,28.493,28.568
01/30/06 18:50:00.0,28.717,28.593,28.593,28.444,28.468,28.568
01/30/06 19:00:00.0,28.717,28.593,28.593,28.419,28.444,28.543
01/30/06 19:10:00.0,28.692,28.617,28.593,28.419,28.419,28.518
01/30/06 19:20:00.0,28.692,28.617,28.593,28.394,28.419,28.493
01/30/06 19:30:00.0,28.692,28.617,28.593,28.369,28.394,28.468
01/30/06 19:40:00.0,28.692,28.617,28.593,28.369,28.345,28.444
01/30/06 19:50:00.0,28.692,28.617,28.593,28.345,28.32,28.419
01/30/06 20:00:00.0,28.667,28.642,28.593,28.345,28.295,28.419
01/30/06 20:10:00.0,28.667,28.617,28.593,28.345,28.27,28.394
01/30/06 20:20:00.0,28.667,28.617,28.593,28.345,28.245,28.369
01/30/06 20:30:00.0,28.667,28.642,28.593,28.32,28.221,28.369
01/30/06 20:40:00.0,28.667,28.642,28.593,28.32,28.196,28.345
01/30/06 20:50:00.0,28.667,28.617,28.593,28.27,28.171,28.345
01/30/06 21:00:00.0,28.642,28.617,28.593,28.245,28.147,28.32
01/30/06 21:10:00.0,28.642,28.617,28.593,28.196,28.122,28.32
01/30/06 21:20:00.0,28.642,28.593,28.593,28.171,28.097,28.295
01/30/06 21:30:00.0,28.617,28.593,28.593,28.147,28.097,28.295
01/30/06 21:40:00.0,28.617,28.617,28.593,28.147,28.072,28.27
01/30/06 21:50:00.0,28.617,28.593,28.593,28.147,28.072,28.27
01/30/06 22:00:00.0,28.617,28.593,28.593,28.147,28.072,28.27
01/30/06 22:10:00.0,28.593,28.593,28.593,28.171,28.072,28.295
01/30/06 22:20:00.0,28.617,28.593,28.593,28.196,28.122,28.295
01/30/06 22:30:00.0,28.617,28.593,28.593,28.171,28.171,28.345
01/30/06 22:40:00.0,28.593,28.593,28.593,28.171,28.196,28.369
01/30/06 22:50:00.0,28.593,28.593,28.593,28.171,28.221,28.419
01/30/06 23:00:00.0,28.593,28.593,28.593,28.171,28.245,28.444
01/30/06 23:10:00.0,28.593,28.593,28.593,28.171,28.245,28.493
01/30/06 23:20:00.0,28.568,28.593,28.593,28.196,28.27,28.493
01/30/06 23:30:00.0,28.568,28.593,28.617,28.27,28.27,28.493
01/30/06 23:40:00.0,28.568,28.593,28.593,28.345,28.27,28.518
01/30/06 23:50:00.0,28.568,28.593,28.593,28.345,28.295,28.518
01/31/06 00:00:00.0,28.593,28.593,28.593,28.345,28.295,28.518
01/31/06 00:10:00.0,28.593,28.568,28.593,28.394,28.345,28.518
01/31/06 00:20:00.0,28.593,28.568,28.617,28.419,28.345,28.518
01/31/06 00:30:00.0,28.593,28.568,28.617,28.419,28.369,28.518
01/31/06 00:40:00.0,28.593,28.568,28.617,28.444,28.394,28.518
01/31/06 00:50:00.0,28.593,28.568,28.617,28.468,28.394,28.518
01/31/06 01:00:00.0,28.593,28.568,28.593,28.468,28.394,28.518
01/31/06 01:10:00.0,28.593,28.568,28.617,28.468,28.394,28.493
01/31/06 01:20:00.0,28.593,28.568,28.617,28.468,28.394,28.468
01/31/06 01:30:00.0,28.593,28.568,28.617,28.468,28.369,28.468
01/31/06 01:40:00.0,28.568,28.568,28.617,28.493,28.369,28.468
01/31/06 01:50:00.0,28.568,28.568,28.617,28.493,28.369,28.493
01/31/06 02:00:00.0,28.568,28.568,28.617,28.493,28.369,28.493
01/31/06 02:10:00.0,28.543,28.568,28.617,28.493,28.369,28.493
01/31/06 02:20:00.0,28.543,28.593,28.617,28.493,28.369,28.493
01/31/06 02:30:00.0,28.543,28.568,28.617,28.493,28.369,28.493
01/31/06 02:40:00.0,28.518,28.568,28.593,28.518,28.369,28.493
01/31/06 02:50:00.0,28.518,28.593,28.593,28.518,28.345,28.468
01/31/06 03:00:00.0,28.518,28.568,28.593,28.493,28.345,28.468
01/31/06 03:10:00.0,28.518,28.543,28.568,28.468,28.345,28.444
01/31/06 03:20:00.0,28.518,28.543,28.543,28.419,28.295,28.419
01/31/06 03:30:00.0,28.518,28.543,28.543,28.369,28.245,28.369
01/31/06 03:40:00.0,28.518,28.543,28.543,28.32,28.196,28.295
01/31/06 03:50:00.0,28.518,28.543,28.568,28.295,28.171,28.196
01/31/06 04:00:00.0,28.518,28.518,28.568,28.295,28.122,28.122
01/31/06 04:10:00.0,28.468,28.518,28.543,28.32,28.072,28.048
01/31/06 04:20:00.0,28.444,28.518,28.518,28.295,28.097,28.023
01/31/06 04:30:00.0,28.468,28.543,28.493,28.27,28.072,28.023
01/31/06 04:40:00.0,28.493,28.568,28.493,28.27,28.097,28.048
01/31/06 04:50:00.0,28.468,28.568,28.543,28.245,28.122,28.072
01/31/06 05:00:00.0,28.468,28.568,28.568,28.221,28.147,28.097
01/31/06 05:10:00.0,28.493,28.568,28.593,28.295,28.171,28.122
01/31/06 05:20:00.0,28.493,28.568,28.593,28.295,28.196,28.147
01/31/06 05:30:00.0,28.493,28.568,28.593,28.32,28.196,28.171
01/31/06 05:40:00.0,28.493,28.568,28.593,28.32,28.245,28.196
01/31/06 05:50:00.0,28.493,28.568,28.593,28.345,28.27,28.196
01/31/06 06:00:00.0,28.493,28.568,28.617,28.345,28.27,28.196
01/31/06 06:10:00.0,28.518,28.568,28.617,28.369,28.27,28.196
01/31/06 06:20:00.0,28.518,28.568,28.617,28.419,28.295,28.196
01/31/06 06:30:00.0,28.543,28.568,28.617,28.493,28.32,28.196
01/31/06 06:40:00.0,28.617,28.593,28.642,28.543,28.369,28.196
01/31/06 06:50:00.0,28.667,28.593,28.642,28.593,28.369,28.221
01/31/06 07:00:00.0,28.717,28.617,28.667,28.593,28.394,28.245
01/31/06 07:10:00.0,28.742,28.617,28.667,28.617,28.419,28.27
01/31/06 07:20:00.0,28.742,28.617,28.692,28.617,28.444,28.27
01/31/06 07:30:00.0,28.717,28.593,28.692,28.642,28.444,28.295
01/31/06 07:40:00.0,28.742,28.593,28.692,28.717,28.468,28.345
01/31/06 07:50:00.0,28.791,28.617,28.717,28.766,28.493,28.394
01/31/06 08:00:00.0,29.09,28.642,28.766,28.816,28.518,28.468
01/31/06 08:10:00.0,28.891,28.642,28.791,28.791,28.543,28.543
01/31/06 08:20:00.0,29.09,28.667,28.816,28.841,28.568,28.568
01/31/06 08:30:00.0,29.29,28.692,28.866,28.941,28.593,28.617
01/31/06 08:40:00.0,29.165,28.692,28.891,28.891,28.593,28.593
01/31/06 08:50:00.0,29.115,28.717,28.916,29.015,28.617,28.617
01/31/06 09:00:00.0,29.215,28.717,28.965,29.015,28.667,28.692
01/31/06 09:10:00.0,29.215,28.717,28.941,29.04,28.717,28.742
01/31/06 09:20:00.0,29.115,28.717,28.941,29.115,28.742,28.816
01/31/06 09:30:00.0,28.916,28.692,28.916,29.09,28.742,28.816
01/31/06 09:40:00.0,28.916,28.692,28.891,29.09,28.742,28.841
01/31/06 09:50:00.0,28.841,28.692,28.866,29.065,28.717,28.866
01/31/06 10:00:00.0,28.816,28.717,28.866,28.965,28.717,28.841
01/31/06 10:10:00.0,28.742,28.717,28.866,29.04,28.742,28.866
01/31/06 10:20:00.0,28.841,28.717,28.866,29.015,28.766,28.941
01/31/06 10:30:00.0,28.841,28.692,28.841,28.866,28.692,28.816
01/31/06 10:40:00.0,28.642,28.667,28.816,28.891,28.667,28.791
01/31/06 10:50:00.0,28.617,28.642,28.742,28.692,28.667,28.816
01/31/06 11:00:00.0,28.617,28.617,28.717,28.667,28.593,28.766
01/31/06 11:10:00.0,28.593,28.593,28.667,28.617,28.568,28.717
01/31/06 11:20:00.0,28.593,28.593,28.642,28.593,28.518,28.642
01/31/06 11:30:00.0,28.617,28.617,28.642,28.717,28.518,28.593
01/31/06 11:40:00.0,28.642,28.617,28.667,28.816,28.543,28.593
01/31/06 11:50:00.0,28.866,28.642,28.742,28.766,28.518,28.568
01/31/06 12:00:00.0,28.916,28.667,28.742,28.766,28.493,28.543
01/31/06 12:10:00.0,28.941,28.667,28.742,28.766,28.518,28.568
01/31/06 12:20:00.0,28.891,28.667,28.717,28.841,28.568,28.642
01/31/06 12:30:00.0,28.941,28.642,28.717,28.916,28.642,28.692
01/31/06 12:40:00.0,28.941,28.642,28.766,28.916,28.692,28.717
01/31/06 12:50:00.0,28.916,28.667,28.791,28.916,28.717,28.766
01/31/06 13:00:00.0,28.891,28.692,28.791,28.916,28.717,28.766
01/31/06 13:10:00.0,28.916,28.692,28.816,28.941,28.742,28.766
01/31/06 13:20:00.0,28.99,28.717,28.866,29.115,28.816,28.766
01/31/06 13:30:00.0,29.115,28.717,28.891,29.165,28.916,28.866
01/31/06 13:40:00.0,29.065,28.667,28.866,29.065,28.891,28.941
01/31/06 13:50:00.0,29.015,28.667,28.866,28.99,28.791,28.816
01/31/06 14:00:00.0,28.941,28.692,28.841,28.99,28.791,28.866
01/31/06 14:10:00.0,28.941,28.717,28.841,29.04,28.816,28.866
01/31/06 14:20:00.0,28.941,28.717,28.816,29.065,28.866,28.866
01/31/06 14:30:00.0,28.965,28.717,28.816,29.09,28.891,28.866
01/31/06 14:40:00.0,28.99,28.742,28.816,29.14,28.916,28.891
01/31/06 14:50:00.0,29.115,28.766,28.816,29.165,28.941,28.891
01/31/06 15:00:00.0,29.165,28.766,28.841,29.19,28.941,28.891
01/31/06 15:10:00.0,29.09,28.766,28.841,29.14,28.916,28.891
01/31/06 15:20:00.0,29.04,28.742,28.816,29.14,28.916,28.891
01/31/06 15:30:00.0,29.065,28.742,28.816,29.165,29.015,28.916
01/31/06 15:40:00.0,29.19,28.742,28.841,29.215,28.941,28.891
01/31/06 15:50:00.0,29.19,28.766,28.866,29.115,28.941,28.866
01/31/06 16:00:00.0,29.29,28.742,28.841,29.04,28.891,28.866
01/31/06 16:10:00.0,28.99,28.717,28.816,29.015,28.891,28.841
01/31/06 16:20:00.0,28.941,28.692,28.791,29.015,28.866,28.841
01/31/06 16:30:00.0,28.891,28.692,28.766,29.09,28.891,28.866
01/31/06 16:40:00.0,28.841,28.692,28.742,29.015,28.866,28.866
01/31/06 16:50:00.0,28.841,28.692,28.742,28.99,28.816,28.841
01/31/06 17:00:00.0,28.791,28.692,28.717,28.941,28.791,28.841
01/31/06 17:10:00.0,28.742,28.667,28.717,28.866,28.766,28.816
01/31/06 17:20:00.0,28.717,28.642,28.717,28.816,28.742,28.791
01/31/06 17:30:00.0,28.692,28.617,28.692,28.766,28.717,28.791
01/31/06 17:40:00.0,28.692,28.642,28.667,28.742,28.692,28.766
01/31/06 17:50:00.0,28.692,28.617,28.667,28.717,28.667,28.766
01/31/06 18:00:00.0,28.667,28.617,28.667,28.667,28.642,28.742
01/31/06 18:10:00.0,28.667,28.617,28.642,28.617,28.617,28.717
01/31/06 18:20:00.0,28.642,28.617,28.642,28.617,28.617,28.717
01/31/06 18:30:00.0,28.642,28.642,28.617,28.593,28.593,28.692
01/31/06 18:40:00.0,28.617,28.642,28.617,28.568,28.568,28.692
01/31/06 18:50:00.0,28.617,28.642,28.617,28.568,28.543,28.667
01/31/06 19:00:00.0,28.617,28.642,28.617,28.568,28.518,28.667
01/31/06 19:10:00.0,28.617,28.642,28.617,28.568,28.518,28.642
01/31/06 19:20:00.0,28.617,28.642,28.617,28.568,28.518,28.642
01/31/06 19:30:00.0,28.617,28.642,28.617,28.543,28.518,28.642
01/31/06 19:40:00.0,28.617,28.642,28.617,28.543,28.518,28.642
01/31/06 19:50:00.0,28.617,28.642,28.617,28.543,28.518,28.642
01/31/06 20:00:00.0,28.617,28.642,28.617,28.543,28.518,28.642
01/31/06 20:10:00.0,28.593,28.642,28.617,28.543,28.518,28.642
01/31/06 20:20:00.0,28.617,28.642,28.593,28.543,28.518,28.642
01/31/06 20:30:00.0,28.642,28.642,28.617,28.543,28.518,28.617
01/31/06 20:40:00.0,28.617,28.642,28.617,28.543,28.518,28.617
01/31/06 20:50:00.0,28.617,28.642,28.617,28.543,28.518,28.617
01/31/06 21:00:00.0,28.617,28.642,28.642,28.568,28.543,28.617
01/31/06 21:10:00.0,28.617,28.642,28.642,28.568,28.543,28.617
01/31/06 21:20:00.0,28.617,28.642,28.642,28.543,28.543,28.617
01/31/06 21:30:00.0,28.617,28.642,28.642,28.543,28.543,28.617
01/31/06 21:40:00.0,28.617,28.642,28.642,28.543,28.543,28.642
01/31/06 21:50:00.0,28.617,28.642,28.642,28.543,28.543,28.642
01/31/06 22:00:00.0,28.617,28.642,28.617,28.543,28.543,28.642
01/31/06 22:10:00.0,28.617,28.642,28.617,28.543,28.543,28.642
01/31/06 22:20:00.0,28.617,28.642,28.617,28.568,28.568,28.642
01/31/06 22:30:00.0,28.617,28.642,28.593,28.568,28.568,28.642
01/31/06 22:40:00.0,28.617,28.617,28.593,28.568,28.568,28.642
01/31/06 22:50:00.0,28.617,28.617,28.617,28.543,28.568,28.642
01/31/06 23:00:00.0,28.593,28.617,28.617,28.568,28.568,28.642
01/31/06 23:10:00.0,28.593,28.617,28.617,28.568,28.543,28.642
01/31/06 23:20:00.0,28.593,28.617,28.617,28.593,28.543,28.642
01/31/06 23:30:00.0,28.593,28.617,28.642,28.593,28.543,28.617
01/31/06 23:40:00.0,28.593,28.617,28.617,28.568,28.518,28.617
01/31/06 23:50:00.0,28.593,28.617,28.642,28.568,28.518,28.617
02/01/06 00:00:00.0,28.593,28.617,28.642,28.568,28.518,28.617
02/01/06 00:10:00.0,28.593,28.593,28.642,28.568,28.493,28.617
02/01/06 00:20:00.0,28.568,28.617,28.642,28.543,28.493,28.617
02/01/06 00:30:00.0,28.568,28.593,28.642,28.518,28.468,28.593
02/01/06 00:40:00.0,28.593,28.593,28.642,28.518,28.468,28.593
02/01/06 00:50:00.0,28.568,28.593,28.642,28.518,28.468,28.593
02/01/06 01:00:00.0,28.568,28.593,28.642,28.493,28.444,28.568
02/01/06 01:10:00.0,28.568,28.617,28.593,28.493,28.444,28.568
02/01/06 01:20:00.0,28.568,28.617,28.568,28.468,28.444,28.568
02/01/06 01:30:00.0,28.568,28.617,28.568,28.468,28.419,28.568
02/01/06 01:40:00.0,28.568,28.617,28.593,28.468,28.419,28.568
02/01/06 01:50:00.0,28.568,28.593,28.593,28.518,28.394,28.568
02/01/06 02:00:00.0,28.543,28.593,28.593,28.543,28.394,28.568
02/01/06 02:10:00.0,28.568,28.593,28.593,28.543,28.369,28.568
02/01/06 02:20:00.0,28.568,28.593,28.617,28.518,28.345,28.568
02/01/06 02:30:00.0,28.543,28.568,28.617,28.518,28.32,28.568
02/01/06 02:40:00.0,28.543,28.568,28.617,28.518,28.32,28.543
02/01/06 02:50:00.0,28.543,28.568,28.617,28.518,28.345,28.568
02/01/06 03:00:00.0,28.543,28.568,28.617,28.518,28.369,28.543
02/01/06 03:10:00.0,28.543,28.568,28.617,28.518,28.394,28.543
02/01/06 03:20:00.0,28.543,28.543,28.617,28.493,28.419,28.543
02/01/06 03:30:00.0,28.543,28.543,28.617,28.493,28.468,28.543
02/01/06 03:40:00.0,28.543,28.568,28.617,28.468,28.518,28.543
02/01/06 03:50:00.0,28.543,28.568,28.543,28.468,28.518,28.543
02/01/06 04:00:00.0,28.518,28.568,28.518,28.468,28.493,28.518
02/01/06 04:10:00.0,28.543,28.568,28.518,28.493,28.493,28.543
02/01/06 04:20:00.0,28.518,28.568,28.518,28.493,28.493,28.543
02/01/06 04:30:00.0,28.518,28.568,28.518,28.468,28.493,28.543
02/01/06 04:40:00.0,28.518,28.568,28.518,28.493,28.493,28.568
02/01/06 04:50:00.0,28.518,28.568,28.543,28.493,28.468,28.568
02/01/06 05:00:00.0,28.518,28.568,28.543,28.493,28.468,28.568
02/01/06 05:10:00.0,28.518,28.543,28.518,28.493,28.518,28.593
02/01/06 05:20:00.0,28.518,28.518,28.518,28.518,28.518,28.593
02/01/06 05:30:00.0,28.518,28.518,28.518,28.543,28.518,28.617
02/01/06 05:40:00.0,28.493,28.518,28.518,28.593,28.493,28.617
02/01/06 05:50:00.0,28.468,28.518,28.518,28.617,28.468,28.593
02/01/06 06:00:00.0,28.468,28.493,28.518,28.593,28.468,28.593
02/01/06 06:10:00.0,28.468,28.493,28.518,28.593,28.468,28.568
02/01/06 06:20:00.0,28.468,28.493,28.518,28.617,28.468,28.568
02/01/06 06:30:00.0,28.493,28.518,28.543,28.617,28.468,28.568
02/01/06 06:40:00.0,28.518,28.518,28.543,28.617,28.493,28.568
02/01/06 06:50:00.0,28.568,28.543,28.543,28.642,28.493,28.543
02/01/06 07:00:00.0,28.543,28.568,28.543,28.642,28.493,28.568
02/01/06 07:10:00.0,28.617,28.543,28.543,28.717,28.518,28.568
